99	4851
27	64	14
27	65	15
27	66	15
27	67	15
27	68	14
27	69	14
27	70	15
27	71	14
27	72	15
27	73	14
27	74	13
27	75	12
27	76	14
27	77	14
27	78	15
27	79	14
27	80	14
27	81	14
27	82	15
27	83	14
27	84	14
27	85	13
27	86	14
27	87	13
27	88	15
27	89	14
27	90	14
27	91	14
27	92	15
27	93	14
27	94	15
27	95	15
27	96	14
27	97	14
27	98	14
28	29	17
28	30	18
28	31	18
28	32	18
28	33	18
28	34	19
28	35	17
28	36	19
28	37	18
28	38	18
28	39	17
28	40	17
28	41	16
28	42	14
28	43	17
28	44	8
28	45	8
28	46	6
28	47	7
28	48	6
28	49	7
28	50	6
28	51	8
28	52	7
28	53	6
28	54	7
28	55	7
28	56	7
28	57	8
28	58	7
28	59	7
28	60	6
28	61	7
28	62	6
28	63	12
28	64	12
28	65	9
28	66	7
28	67	8
28	68	7
28	69	6
28	70	7
28	71	6
28	72	7
28	73	7
28	74	7
28	75	7
28	76	8
28	77	6
28	78	11
28	79	9
28	80	6
28	81	6
28	82	9
28	83	7
28	84	11
28	85	13
28	86	6
28	87	7
28	88	7
28	89	7
28	90	7
28	91	6
28	92	8
28	93	7
28	94	7
28	95	7
28	96	9
28	97	6
28	98	6
29	30	18
29	31	17
29	32	17
29	33	17
29	34	18
29	35	17
29	36	18
29	37	18
29	38	18
29	39	17
29	40	17
29	41	15
29	42	13
29	43	17
29	44	9
29	45	9
29	46	7
29	47	8
29	48	7
29	49	8
29	50	8
29	51	8
29	52	8
29	53	8
29	54	8
29	55	9
29	56	8
29	57	10
29	58	9
29	59	9
29	60	7
29	61	8
29	62	7
29	63	12
29	64	12
29	65	10
29	66	8
29	67	10
29	68	8
29	69	7
29	70	9
29	71	8
29	72	8
29	73	9
29	74	8
29	75	8
29	76	9
29	77	8
29	78	12
29	79	10
29	80	8
29	81	8
29	82	10
29	83	8
29	84	11
29	85	14
29	86	7
29	87	9
29	88	9
29	89	9
29	90	8
29	91	8
29	92	9
29	93	9
29	94	8
29	95	8
29	96	10
29	97	7
29	98	8
30	31	18
30	32	18
30	33	18
30	34	19
30	35	18
30	36	19
30	37	18
30	38	19
30	39	17
30	40	18
30	41	16
30	42	14
30	43	17
30	44	9
30	45	9
30	46	7
30	47	9
30	48	7
30	49	8
30	50	7
30	51	9
30	52	8
30	53	8
30	54	8
30	55	8
30	56	8
30	57	10
30	58	9
30	59	8
30	60	7
30	61	8
30	62	8
30	63	12
30	64	13
30	65	11
30	66	8
30	67	10
30	68	8
30	69	8
30	70	8
30	71	8
30	72	8
30	73	9
30	74	8
30	75	7
30	76	9
30	77	8
30	78	11
30	79	10
30	80	7
30	81	7
30	82	10
30	83	8
30	84	12
30	85	14
30	86	7
30	87	9
30	88	9
30	89	8
30	90	8
30	91	8
30	92	9
30	93	9
30	94	8
30	95	8
30	96	10
30	97	7
30	98	8
31	32	19
31	33	18
31	34	18
31	35	17
31	36	18
31	37	18
31	38	18
31	39	17
31	40	18
31	41	16
31	42	14
31	43	17
31	44	8
31	45	8
31	46	7
31	47	8
31	48	7
31	49	8
31	50	7
31	51	8
31	52	7
31	53	7
31	54	8
31	55	8
31	56	8
31	57	9
31	58	8
31	59	8
31	60	6
31	61	7
31	62	7
31	63	12
31	64	12
31	65	10
31	66	8
31	67	9
31	68	8
31	69	7
31	70	8
31	71	7
31	72	8
31	73	8
31	74	7
31	75	7
31	76	8
31	77	7
31	78	11
31	79	9
31	80	7
31	81	7
31	82	10
31	83	8
31	84	11
31	85	13
31	86	6
31	87	8
31	88	8
31	89	8
31	90	8
31	91	7
31	92	8
31	93	8
31	94	8
31	95	8
31	96	9
31	97	7
31	98	7
32	33	18
32	34	19
32	35	17
32	36	18
32	37	18
32	38	18
32	39	17
32	40	18
32	41	16
32	42	14
32	43	17
32	44	8
32	45	9
32	46	7
32	47	8
32	48	7
32	49	8
32	50	7
32	51	8
32	52	7
32	53	7
32	54	8
32	55	8
32	56	8
32	57	9
32	58	8
32	59	8
32	60	7
32	61	7
32	62	7
32	63	12
32	64	13
32	65	10
32	66	8
32	67	9
32	68	8
32	69	7
32	70	8
32	71	7
32	72	8
32	73	8
32	74	8
32	75	8
32	76	8
32	77	7
32	78	11
32	79	9
32	80	7
32	81	7
32	82	10
32	83	8
32	84	11
32	85	13
32	86	7
32	87	8
32	88	8
32	89	8
32	90	8
32	91	8
32	92	9
32	93	8
32	94	8
32	95	8
32	96	9
32	97	7
32	98	7
33	34	19
33	35	16
33	36	18
33	37	18
33	38	19
33	39	18
33	40	18
33	41	16
33	42	14
33	43	17
33	44	8
33	45	8
33	46	7
33	47	8
33	48	7
33	49	8
33	50	7
33	51	8
33	52	7
33	53	7
33	54	8
33	55	8
33	56	8
33	57	9
33	58	8
33	59	8
33	60	6
33	61	7
33	62	7
33	63	12
33	64	12
33	65	10
33	66	8
33	67	9
33	68	7
33	69	7
33	70	8
33	71	7
33	72	8
33	73	7
33	74	7
33	75	8
33	76	8
33	77	7
33	78	11
33	79	9
33	80	7
33	81	7
33	82	10
33	83	7
33	84	11
33	85	13
33	86	7
33	87	8
33	88	8
33	89	8
33	90	8
33	91	7
33	92	8
33	93	8
33	94	7
33	95	7
33	96	9
33	97	6
33	98	7
34	35	17
34	36	19
34	37	18
34	38	19
34	39	18
34	40	18
34	41	16
34	42	14
34	43	18
34	44	8
34	45	8
34	46	6
34	47	8
34	48	6
34	49	7
34	50	7
34	51	8
34	52	7
34	53	7
34	54	7
34	55	8
34	56	8
34	57	9
34	58	7
34	59	8
34	60	6
34	61	7
34	62	7
34	63	12
34	64	12
34	65	10
34	66	8
34	67	9
34	68	8
34	69	7
34	70	7
34	71	7
34	72	8
34	73	8
34	74	7
34	75	7
34	76	8
34	77	7
34	78	11
34	79	9
34	80	6
34	81	6
34	82	9
34	83	7
34	84	11
34	85	14
34	86	6
34	87	7
34	88	8
34	89	8
34	90	7
34	91	7
34	92	8
34	93	8
34	94	7
34	95	7
34	96	9
34	97	7
34	98	7
35	36	17
35	37	17
35	38	17
35	39	16
35	40	18
35	41	16
35	42	14
35	43	16
35	44	10
35	45	10
35	46	8
35	47	10
35	48	8
35	49	8
35	50	9
35	51	9
35	52	9
35	53	9
35	54	10
35	55	10
35	56	10
35	57	11
35	58	9
35	59	10
35	60	8
35	61	9
35	62	9
35	63	13
35	64	14
35	65	12
35	66	10
35	67	11
35	68	10
35	69	9
35	70	10
35	71	9
35	72	10
35	73	9
35	74	9
35	75	8
35	76	10
35	77	9
35	78	12
35	79	11
35	80	8
35	81	8
35	82	11
35	83	9
35	84	12
35	85	13
35	86	8
35	87	9
35	88	10
35	89	9
35	90	9
35	91	9
35	92	10
35	93	10
35	94	9
35	95	9
35	96	10
35	97	9
35	98	9
36	37	18
36	38	19
36	39	18
36	40	18
36	41	16
36	42	14
36	43	18
36	44	8
36	45	8
36	46	6
36	47	8
36	48	6
36	49	7
36	50	7
36	51	8
36	52	7
36	53	7
36	54	7
36	55	8
36	56	7
36	57	9
36	58	7
36	59	8
36	60	6
36	61	7
36	62	7
36	63	12
36	64	12
36	65	10
36	66	8
36	67	9
36	68	8
36	69	7
36	70	8
36	71	7
36	72	7
36	73	8
36	74	7
36	75	7
36	76	8
36	77	7
36	78	11
36	79	9
36	80	6
36	81	6
36	82	9
36	83	7
36	84	11
36	85	13
36	86	6
36	87	7
36	88	8
36	89	7
36	90	7
36	91	7
36	92	8
36	93	8
36	94	7
36	95	7
36	96	9
36	97	6
36	98	7
37	38	19
37	39	17
37	40	18
37	41	16
37	42	14
37	43	17
37	44	9
37	45	9
37	46	7
37	47	8
37	48	7
37	49	8
37	50	7
37	51	8
37	52	8
37	53	8
37	54	8
37	55	8
37	56	8
37	57	10
37	58	8
37	59	8
37	60	7
37	61	8
37	62	8
37	63	12
37	64	13
37	65	10
37	66	8
37	67	9
37	68	8
37	69	8
37	70	8
37	71	7
37	72	8
37	73	9
37	74	8
37	75	8
37	76	9
37	77	8
37	78	11
37	79	10
37	80	7
37	81	7
37	82	10
37	83	8
37	84	11
37	85	14
37	86	7
37	87	8
37	88	8
37	89	8
37	90	8
37	91	8
37	92	9
37	93	9
37	94	8
37	95	8
37	96	9
37	97	7
37	98	7
38	39	17
38	40	18
38	41	16
38	42	14
38	43	18
38	44	9
38	45	9
38	46	7
38	47	8
38	48	7
38	49	7
38	50	7
38	51	8
38	52	8
38	53	8
38	54	8
38	55	8
38	56	8
38	57	10
38	58	8
38	59	8
38	60	7
38	61	8
38	62	7
38	63	12
38	64	12
38	65	11
38	66	8
38	67	9
38	68	8
38	69	8
38	70	8
38	71	7
38	72	8
38	73	8
38	74	7
38	75	7
38	76	9
38	77	7
38	78	11
38	79	10
38	80	6
38	81	7
38	82	10
38	83	8
38	84	11
38	85	14
38	86	7
38	87	8
38	88	8
38	89	8
38	90	8
38	91	7
38	92	9
38	93	9
38	94	8
38	95	8
38	96	9
38	97	7
38	98	7
39	40	17
39	41	15
39	42	13
39	43	16
39	44	7
39	45	7
39	46	6
39	47	7
39	48	7
39	49	8
39	50	6
39	51	7
39	52	6
39	53	7
39	54	7
39	55	7
39	56	7
39	57	8
39	58	7
39	59	7
39	60	6
39	61	7
39	62	6
39	63	11
39	64	12
39	65	9
39	66	7
39	67	8
39	68	6
39	69	6
39	70	7
39	71	7
39	72	7
39	73	7
39	74	7
39	75	8
39	76	7
39	77	7
39	78	10
39	79	8
39	80	7
39	81	6
39	82	8
39	83	7
39	84	10
39	85	13
39	86	6
39	87	8
39	88	7
39	89	7
39	90	7
39	91	6
39	92	7
39	93	7
39	94	7
39	95	7
39	96	8
39	97	6
39	98	7
40	41	16
40	42	14
40	43	17
40	44	9
40	45	9
40	46	8
40	47	9
40	48	8
40	49	8
40	50	8
40	51	9
40	52	8
40	53	8
40	54	9
40	55	9
40	56	9
40	57	10
40	58	9
40	59	9
40	60	8
40	61	8
40	62	8
40	63	13
40	64	13
40	65	11
40	66	9
40	67	10
40	68	9
40	69	8
40	70	9
40	71	8
40	72	9
40	73	9
40	74	8
40	75	8
40	76	9
40	77	8
40	78	12
40	79	10
40	80	8
40	81	8
40	82	10
40	83	8
40	84	12
40	85	14
40	86	8
40	87	9
40	88	9
40	89	9
40	90	9
40	91	8
40	92	9
40	93	9
40	94	9
40	95	9
40	96	10
40	97	8
40	98	8
41	42	13
41	43	15
41	44	9
41	45	9
41	46	8
41	47	10
41	48	8
41	49	7
41	50	9
41	51	8
41	52	9
41	53	9
41	54	9
41	55	9
41	56	9
41	57	9
41	58	8
41	59	9
41	60	8
41	61	9
41	62	9
41	63	12
41	64	12
41	65	10
41	66	9
41	67	11
41	68	9
41	69	8
41	70	9
41	71	9
41	72	9
41	73	8
41	74	8
41	75	8
41	76	9
41	77	8
41	78	11
41	79	10
41	80	8
41	81	8
41	82	10
41	83	9
41	84	11
41	85	12
41	86	8
41	87	8
41	88	10
41	89	9
41	90	9
41	91	9
41	92	10
41	93	9
41	94	9
41	95	9
41	96	9
41	97	8
41	98	9
42	43	13
42	44	6
42	45	7
42	46	5
42	47	6
42	48	5
42	49	5
42	50	6
42	51	6
42	52	6
42	53	6
42	54	6
42	55	6
42	56	6
42	57	7
42	58	6
42	59	6
42	60	5
42	61	6
42	62	6
42	63	10
42	64	10
42	65	8
42	66	6
42	67	7
42	68	6
42	69	6
42	70	6
42	71	6
42	72	6
42	73	6
42	74	6
42	75	6
42	76	6
42	77	6
42	78	8
42	79	7
42	80	5
42	81	5
42	82	7
42	83	6
42	84	9
42	85	10
42	86	5
42	87	6
42	88	7
42	89	6
42	90	6
42	91	6
42	92	7
42	93	6
42	94	6
42	95	6
42	96	7
42	97	6
42	98	6
43	44	8
43	45	8
43	46	6
43	47	7
43	48	6
43	49	7
43	50	6
43	51	7
43	52	7
43	53	7
43	54	7
43	55	7
43	56	7
43	57	9
43	58	7
43	59	7
43	60	6
43	61	7
43	62	6
43	63	11
43	64	12
43	65	10
43	66	8
43	67	9
43	68	7
43	69	7
43	70	7
43	71	7
43	72	7
43	73	8
43	74	7
43	75	7
43	76	8
43	77	6
43	78	11
43	79	9
43	80	6
43	81	6
43	82	9
43	83	7
43	84	11
43	85	13
43	86	6
43	87	7
43	88	7
43	89	7
43	90	7
43	91	6
43	92	8
43	93	8
43	94	7
43	95	7
43	96	9
43	97	6
43	98	6
44	45	19
44	46	17
44	47	17
44	48	17
44	49	15
44	50	17
44	51	17
44	52	17
44	53	17
44	54	18
44	55	17
44	56	17
44	57	18
44	58	17
44	59	18
44	60	17
44	61	18
44	62	16
44	63	16
44	64	15
44	65	16
44	66	18
44	67	17
44	68	18
44	69	16
44	70	17
44	71	17
44	72	17
44	73	17
44	74	16
44	75	15
44	76	18
44	77	16
44	78	16
44	79	17
44	80	16
44	81	16
44	82	17
44	83	17
44	84	16
44	85	13
44	86	16
44	87	17
44	88	17
44	89	17
44	90	18
44	91	17
44	92	18
44	93	18
44	94	18
44	95	17
44	96	18
44	97	16
44	98	16
45	46	17
45	47	18
45	48	17
45	49	15
45	50	17
45	51	18
45	52	17
45	53	17
45	54	18
45	55	17
45	56	18
45	57	18
45	58	18
45	59	18
45	60	17
45	61	18
45	62	16
45	63	16
45	64	15
45	65	17
45	66	18
45	67	17
45	68	19
45	69	17
45	70	18
45	71	17
45	72	18
45	73	18
45	74	17
45	75	16
45	76	18
45	77	16
45	78	16
45	79	17
45	80	16
45	81	16
45	82	18
45	83	17
45	84	16
45	85	13
45	86	17
45	87	17
45	88	17
45	89	18
45	90	18
45	91	17
45	92	18
45	93	19
45	94	18
45	95	17
45	96	18
45	97	17
45	98	17
46	47	18
46	48	18
46	49	15
46	50	19
46	51	17
46	52	18
46	53	18
46	54	18
46	55	18
46	56	18
46	57	16
46	58	18
46	59	18
46	60	18
46	61	19
46	62	18
46	63	14
46	64	13
46	65	15
46	66	18
46	67	17
46	68	18
46	69	17
46	70	17
46	71	18
46	72	18
46	73	17
46	74	17
46	75	17
46	76	17
46	77	18
46	78	15
46	79	16
46	80	18
46	81	18
46	82	16
46	83	17
46	84	14
46	85	11
46	86	19
46	87	17
46	88	18
46	89	18
46	90	18
46	91	19
46	92	17
46	93	17
46	94	17
46	95	18
46	96	16
46	97	18
46	98	18
47	48	17
47	49	14
47	50	18
47	51	17
47	52	18
47	53	18
47	54	18
47	55	18
47	56	19
47	57	17
47	58	17
47	59	18
47	60	18
47	61	18
47	62	17
47	63	15
47	64	14
47	65	16
47	66	18
47	67	17
47	68	18
47	69	17
47	70	18
47	71	17
47	72	18
47	73	17
47	74	16
47	75	16
47	76	17
47	77	17
47	78	15
47	79	17
47	80	17
47	81	17
47	82	17
47	83	17
47	84	15
47	85	12
47	86	17
47	87	17
47	88	17
47	89	17
47	90	18
47	91	18
47	92	18
47	93	18
47	94	18
47	95	18
47	96	17
47	97	17
47	98	17
48	49	16
48	50	19
48	51	17
48	52	18
48	53	18
48	54	18
48	55	18
48	56	18
48	57	17
48	58	17
48	59	18
48	60	18
48	61	18
48	62	17
48	63	14
48	64	13
48	65	15
48	66	17
48	67	16
48	68	17
48	69	16
48	70	17
48	71	18
48	72	18
48	73	17
48	74	18
48	75	18
48	76	16
48	77	18
48	78	14
48	79	16
48	80	18
48	81	18
48	82	16
48	83	17
48	84	14
48	85	11
48	86	19
48	87	17
48	88	17
48	89	18
48	90	18
48	91	18
48	92	17
48	93	17
48	94	17
48	95	18
48	96	16
48	97	17
48	98	18
49	50	15
49	51	15
49	52	14
49	53	15
49	54	15
49	55	15
49	56	15
49	57	15
49	58	16
49	59	14
49	60	14
49	61	15
49	62	14
49	63	14
49	64	13
49	65	13
49	66	14
49	67	13
49	68	14
49	69	13
49	70	14
49	71	15
49	72	14
49	73	15
49	74	16
49	75	15
49	76	14
49	77	15
49	78	14
49	79	14
49	80	15
49	81	14
49	82	14
49	83	14
49	84	13
49	85	12
49	86	15
49	87	16
49	88	14
49	89	15
49	90	15
49	91	15
49	92	14
49	93	15
49	94	14
49	95	15
49	96	15
49	97	14
49	98	14
50	51	17
50	52	18
50	53	18
50	54	18
50	55	18
50	56	18
50	57	16
50	58	18
50	59	18
50	60	18
50	61	19
50	62	17
50	63	15
50	64	13
50	65	15
50	66	19
50	67	17
50	68	18
50	69	17
50	70	17
50	71	18
50	72	18
50	73	17
50	74	18
50	75	17
50	76	17
50	77	18
50	78	15
50	79	16
50	80	18
50	81	18
50	82	17
50	83	17
50	84	14
50	85	12
50	86	19
50	87	17
50	88	17
50	89	18
50	90	18
50	91	19
50	92	18
50	93	18
50	94	18
50	95	18
50	96	17
50	97	17
50	98	18
51	52	17
51	53	17
51	54	17
51	55	18
51	56	17
51	57	17
51	58	18
51	59	17
51	60	17
51	61	18
51	62	17
51	63	15
51	64	14
51	65	16
51	66	17
51	67	16
51	68	17
51	69	16
51	70	17
51	71	17
51	72	17
51	73	18
51	74	16
51	75	16
51	76	17
51	77	16
51	78	16
51	79	17
51	80	16
51	81	16
51	82	17
51	83	16
51	84	15
51	85	12
51	86	17
51	87	17
51	88	17
51	89	17
51	90	17
51	91	17
51	92	17
51	93	18
51	94	17
51	95	18
51	96	17
51	97	16
51	98	16
52	53	20
52	54	18
52	55	18
52	56	18
52	57	17
52	58	17
52	59	18
52	60	18
52	61	18
52	62	18
52	63	15
52	64	14
52	65	16
52	66	18
52	67	17
52	68	18
52	69	17
52	70	17
52	71	18
52	72	18
52	73	17
52	74	17
52	75	16
52	76	17
52	77	17
52	78	15
52	79	16
52	80	17
52	81	18
52	82	17
52	83	17
52	84	14
52	85	12
52	86	18
52	87	17
52	88	18
52	89	17
52	90	18
52	91	18
52	92	18
52	93	18
52	94	18
52	95	18
52	96	17
52	97	17
52	98	18
53	54	18
53	55	18
53	56	19
53	57	17
53	58	18
53	59	18
53	60	18
53	61	19
53	62	18
53	63	15
53	64	14
53	65	16
53	66	18
53	67	18
53	68	18
53	69	17
53	70	17
53	71	19
53	72	19
53	73	17
53	74	17
53	75	17
53	76	17
53	77	18
53	78	15
53	79	16
53	80	18
53	81	18
53	82	17
53	83	18
53	84	15
53	85	12
53	86	18
53	87	17
53	88	18
53	89	18
53	90	18
53	91	19
53	92	18
53	93	18
53	94	18
53	95	19
53	96	17
53	97	18
53	98	18
54	55	18
54	56	19
54	57	17
54	58	18
54	59	19
54	60	18
54	61	19
54	62	18
54	63	15
54	64	14
54	65	16
54	66	19
54	67	18
54	68	18
54	69	17
54	70	18
54	71	18
54	72	19
54	73	18
54	74	17
54	75	17
54	76	18
54	77	18
54	78	16
54	79	17
54	80	17
54	81	18
54	82	18
54	83	18
54	84	15
54	85	12
54	86	18
54	87	17
54	88	18
54	89	18
54	90	19
54	91	18
54	92	18
54	93	18
54	94	19
54	95	18
54	96	17
54	97	18
54	98	18
55	56	19
55	57	17
55	58	18
55	59	18
55	60	18
55	61	19
55	62	17
55	63	15
55	64	14
55	65	16
55	66	18
55	67	17
55	68	18
55	69	17
55	70	18
55	71	18
55	72	18
55	73	18
55	74	17
55	75	16
55	76	18
55	77	17
55	78	16
55	79	17
55	80	17
55	81	17
55	82	17
55	83	17
55	84	15
55	85	12
55	86	18
55	87	17
55	88	18
55	89	18
55	90	18
55	91	18
55	92	18
55	93	18
55	94	18
55	95	18
55	96	17
55	97	18
55	98	18
56	57	17
56	58	18
56	59	19
56	60	18
56	61	19
56	62	18
56	63	15
56	64	14
56	65	16
56	66	18
56	67	18
56	68	18
56	69	17
56	70	18
56	71	18
56	72	18
56	73	18
56	74	17
56	75	17
56	76	18
56	77	18
56	78	15
56	79	17
56	80	18
56	81	18
56	82	17
56	83	17
56	84	15
56	85	12
56	86	18
56	87	17
56	88	18
56	89	18
56	90	18
56	91	18
56	92	18
56	93	18
56	94	18
56	95	18
56	96	17
56	97	18
56	98	18
57	58	17
57	59	17
57	60	16
57	61	18
57	62	16
57	63	16
57	64	15
57	65	17
57	66	17
57	67	17
57	68	17
57	69	16
57	70	17
57	71	17
57	72	17
57	73	18
57	74	16
57	75	15
57	76	17
57	77	16
57	78	17
57	79	17
57	80	15
57	81	16
57	82	17
57	83	17
57	84	16
57	85	14
57	86	16
57	87	16
57	88	17
57	89	18
57	90	18
57	91	16
57	92	17
57	93	17
57	94	17
57	95	17
57	96	18
57	97	16
57	98	16
58	59	18
58	60	17
58	61	18
58	62	17
58	63	15
58	64	14
58	65	16
58	66	17
58	67	17
58	68	17
58	69	16
58	70	17
58	71	17
58	72	17
58	73	18
58	74	17
58	75	16
58	76	17
58	77	17
58	78	16
58	79	17
58	80	17
58	81	17
58	82	17
58	83	16
58	84	15
58	85	13
58	86	18
58	87	18
58	88	17
58	89	17
58	90	18
58	91	17
58	92	17
58	93	17
58	94	17
58	95	18
58	96	17
58	97	17
58	98	17
59	60	18
59	61	19
59	62	18
59	63	15
59	64	14
59	65	17
59	66	19
59	67	18
59	68	18
59	69	17
59	70	18
59	71	18
59	72	18
59	73	17
59	74	17
59	75	16
59	76	18
59	77	17
59	78	16
59	79	17
59	80	17
59	81	17
59	82	17
59	83	17
59	84	15
59	85	12
59	86	18
59	87	16
59	88	18
59	89	18
59	90	18
59	91	18
59	92	18
59	93	18
59	94	18
59	95	18
59	96	17
59	97	17
59	98	18
60	61	19
60	62	17
60	63	14
60	64	13
60	65	15
60	66	18
60	67	17
60	68	18
60	69	17
60	70	17
60	71	18
60	72	18
60	73	17
60	74	17
60	75	16
60	76	17
60	77	17
60	78	14
60	79	16
60	80	17
60	81	18
60	82	16
60	83	17
60	84	14
60	85	11
60	86	18
60	87	17
60	88	17
60	89	17
60	90	18
60	91	18
60	92	17
60	93	18
60	94	18
60	95	18
60	96	16
60	97	17
60	98	17
61	62	18
61	63	15
61	64	14
61	65	17
61	66	19
61	67	17
61	68	19
61	69	17
61	70	18
61	71	18
61	72	19
61	73	18
61	74	18
61	75	17
61	76	18
61	77	18
61	78	15
61	79	17
61	80	17
61	81	18
61	82	17
61	83	18
61	84	15
61	85	12
61	86	19
61	87	17
61	88	18
61	89	18
61	90	19
61	91	18
61	92	18
61	93	19
61	94	18
61	95	19
61	96	17
61	97	18
61	98	18
62	63	14
62	64	13
62	65	15
62	66	17
62	67	17
62	68	17
62	69	17
62	70	17
62	71	17
62	72	17
62	73	16
62	74	16
62	75	16
62	76	16
62	77	17
62	78	14
62	79	15
62	80	17
62	81	17
62	82	16
62	83	17
62	84	14
62	85	11
62	86	17
62	87	16
62	88	17
62	89	17
62	90	17
62	91	18
62	92	17
62	93	17
62	94	17
62	95	18
62	96	16
62	97	16
62	98	17
63	64	19
63	65	17
63	66	15
63	67	16
63	68	15
63	69	14
63	70	15
63	71	14
63	72	15
63	73	15
63	74	15
63	75	14
63	76	15
63	77	14
63	78	16
63	79	15
63	80	14
63	81	14
63	82	16
63	83	15
63	84	16
63	85	15
63	86	14
63	87	15
63	88	15
63	89	15
63	90	15
63	91	14
63	92	15
63	93	15
63	94	15
63	95	15
63	96	16
63	97	14
63	98	14
64	65	16
64	66	14
64	67	15
64	68	14
64	69	13
64	70	14
64	71	13
64	72	14
64	73	14
64	74	14
64	75	13
64	76	14
64	77	13
64	78	16
64	79	15
64	80	13
64	81	13
64	82	16
64	83	14
64	84	16
64	85	15
64	86	13
64	87	14
64	88	14
64	89	14
64	90	14
64	91	13
64	92	15
64	93	14
64	94	14
64	95	14
64	96	15
64	97	13
64	98	13
65	66	17
65	67	17
65	68	16
65	69	15
65	70	16
65	71	15
65	72	17
65	73	16
65	74	15
65	75	14
65	76	16
65	77	15
65	78	17
65	79	16
65	80	14
65	81	15
65	82	17
65	83	16
65	84	16
65	85	14
65	86	15
65	87	15
65	88	16
65	89	16
65	90	16
65	91	15
65	92	17
65	93	17
65	94	16
65	95	16
65	96	16
65	97	15
65	98	15
66	67	18
66	68	19
66	69	17
66	70	18
66	71	18
66	72	18
66	73	18
66	74	17
66	75	16
66	76	18
66	77	17
66	78	16
66	79	17
66	80	17
66	81	17
66	82	18
66	83	17
66	84	15
66	85	12
66	86	18
66	87	17
66	88	17
66	89	18
66	90	18
66	91	18
66	92	18
66	93	19
66	94	18
66	95	18
66	96	17
66	97	17
66	98	17
67	68	17
67	69	16
67	70	18
67	71	17
67	72	18
67	73	17
67	74	15
67	75	16
67	76	17
67	77	16
67	78	16
67	79	16
67	80	16
67	81	17
67	82	17
67	83	17
67	84	15
67	85	12
67	86	17
67	87	16
67	88	18
67	89	17
67	90	17
67	91	17
67	92	18
67	93	17
67	94	18
67	95	18
67	96	17
67	97	16
67	98	16
68	69	18
68	70	18
68	71	18
68	72	18
68	73	18
68	74	17
68	75	16
68	76	18
68	77	17
68	78	15
68	79	17
68	80	16
68	81	17
68	82	18
68	83	17
68	84	15
68	85	12
68	86	17
68	87	16
68	88	17
68	89	18
68	90	18
68	91	18
68	92	18
68	93	19
68	94	18
68	95	18
68	96	17
68	97	17
68	98	17
69	70	17
69	71	17
69	72	17
69	73	16
69	74	16
69	75	15
69	76	16
69	77	16
69	78	14
69	79	15
69	80	16
69	81	16
69	82	16
69	83	16
69	84	14
69	85	11
69	86	17
69	87	15
69	88	17
69	89	17
69	90	17
69	91	17
69	92	17
69	93	17
69	94	17
69	95	17
69	96	16
69	97	16
69	98	16
70	71	17
70	72	18
70	73	17
70	74	16
70	75	16
70	76	18
70	77	17
70	78	15
70	79	17
70	80	17
70	81	17
70	82	17
70	83	17
70	84	15
70	85	12
70	86	17
70	87	16
70	88	18
70	89	17
70	90	18
70	91	17
70	92	17
70	93	18
70	94	18
70	95	18
70	96	17
70	97	17
70	98	17
71	72	18
71	73	17
71	74	17
71	75	17
71	76	17
71	77	17
71	78	15
71	79	16
71	80	18
71	81	18
71	82	16
71	83	17
71	84	14
71	85	12
71	86	19
71	87	17
71	88	17
71	89	17
71	90	18
71	91	18
71	92	17
71	93	17
71	94	18
71	95	18
71	96	17
71	97	17
71	98	17
72	73	17
72	74	17
72	75	16
72	76	17
72	77	17
72	78	16
72	79	16
72	80	17
72	81	18
72	82	17
72	83	18
72	84	15
72	85	12
72	86	18
72	87	17
72	88	18
72	89	18
72	90	18
72	91	18
72	92	18
72	93	18
72	94	19
72	95	19
72	96	17
72	97	17
72	98	17
73	74	17
73	75	16
73	76	17
73	77	17
73	78	16
73	79	17
73	80	16
73	81	17
73	82	17
73	83	16
73	84	15
73	85	13
73	86	17
73	87	18
73	88	17
73	89	17
73	90	18
73	91	17
73	92	17
73	93	18
73	94	17
73	95	18
73	96	17
73	97	17
73	98	17
74	75	18
74	76	16
74	77	17
74	78	14
74	79	16
74	80	17
74	81	16
74	82	16
74	83	16
74	84	14
74	85	12
74	86	17
74	87	16
74	88	16
74	89	17
74	90	17
74	91	17
74	92	17
74	93	17
74	94	17
74	95	17
74	96	16
74	97	16
74	98	16
75	76	15
75	77	17
75	78	14
75	79	15
75	80	17
75	81	16
75	82	16
75	83	16
75	84	13
75	85	12
75	86	17
75	87	16
75	88	16
75	89	17
75	90	17
75	91	17
75	92	16
75	93	16
75	94	16
75	95	17
75	96	15
75	97	16
75	98	16
76	77	16
76	78	16
76	79	17
76	80	16
76	81	16
76	82	17
76	83	17
76	84	15
76	85	12
76	86	16
76	87	16
76	88	17
76	89	17
76	90	18
76	91	17
76	92	18
76	93	18
76	94	17
76	95	17
76	96	17
76	97	17
76	98	17
77	78	15
77	79	16
77	80	18
77	81	18
77	82	16
77	83	17
77	84	14
77	85	11
77	86	18
77	87	17
77	88	17
77	89	17
77	90	18
77	91	18
77	92	17
77	93	17
77	94	17
77	95	18
77	96	16
77	97	17
77	98	17
78	79	16
78	80	14
78	81	14
78	82	16
78	83	15
78	84	16
78	85	15
78	86	14
78	87	16
78	88	15
78	89	15
78	90	16
78	91	15
78	92	16
78	93	16
78	94	16
78	95	16
78	96	16
78	97	14
78	98	14
79	80	16
79	81	16
